item_id,variant,subsystem,item_name,specification,source_asset,base_qty,roller_qty,purchase_qty,unit,procurement_class,status,confidence,verification_gate,source_url,notes,buy_status,preferred_url,alternate_url,link_type,link_checked_on,next_action,purchase_notes
E021,both,ranging,VL53L8CX ToF module,8 x 8 ranging module with I2C and Stemma/Qwiic,,1,1,2,piece,purchase,confirmed_runtime,medium,Verify address 0x29 and stable 15 Hz stream,https://github.com/pollen-robotics/microduck/tree/main/tof,VL53L5CX compatibility requires separate validation,verify_before_buy,https://www.st.com/en/evaluation-tools/satel-vl53l8.html,https://estore.st.com/en/products/evaluation-tools-page61.html?marketing-status=Active&p=62,manufacturer_buy,2026-08-31,Complete the verification gate then order only the matching revision,SATEL kit is for evaluation and may be too large; verify mechanical integration and driver compatibility
E022,both,ranging,Stemma/Qwiic cable,Four-wire I2C cable length TBD,,1,1,2,piece,purchase,needs_confirmation,low,Verify bend radius and head motion,,Route before shell closure,design_first,,,none,2026-08-31,Finish the dependent design and measurements before selecting a product,Cable type and length depend on the selected ToF module
E023,both,audio,Audio codec or replacement amplifier,Original TLV320AIC3104 path or simplified I2S output,,1,1,2,piece,purchase,needs_confirmation,low,Playback capture noise and boot tests,https://github.com/pollen-robotics/microduck/tree/main/deploy/audio,Choose full codec only if microphone input is required,verify_before_buy,https://www.adafruit.com/product/3006,https://github.com/pollen-robotics/microduck/tree/main/deploy/audio,manufacturer_shop,2026-08-31,Complete the verification gate then order only the matching revision,MAX98357A is only the output-only safe-replica option and does not provide microphone capture
E024,both,audio,Microphone,Electrical and acoustic specification TBD,,1,1,2,piece,purchase,needs_confirmation,low,Record speech and measure self-noise,,Not represented by a distinct simulation mesh,design_first,,,none,2026-08-31,Finish the dependent design and measurements before selecting a product,Microphone electrical acoustic and connector requirements are unresolved
E025,both,bus,Dynamixel cable segments,JST EH 3-pin with GND VDD DATA,,16,16,21,piece,fabricate,inferred,low,Continuity polarity resistance and motion test,https://emanual.robotis.com/docs/en/dxl/x/xl330-m288/#connector-information,Length per segment remains to be measured,inventory_included_first,https://en.robotis.com/shop_en/item.php?it_id=902-0163-000,https://www.digikey.com/en/product-highlight/j/jst/eh-series-connectors,manufacturer_package,2026-08-31,Count bundled and owned stock then purchase only the shortage,Each XL330 package includes one 180 mm X3P cable; measure routing before making custom lengths
E026,both,bus,JST EHR-03 housings,Two per fabricated bus cable,,32,32,42,piece,purchase,inferred,medium,Crimp pull test and keyed polarity check,https://emanual.robotis.com/docs/en/dxl/x/xl330-m288/#connector-information,Purchase quantity covers 21 cables,verify_before_buy,https://www.digikey.com/en/products/detail/jst-sales-america-inc/EHR-3/527225,,authorized_distributor,2026-08-31,Complete the verification gate then order only the matching revision,Buy only for custom cable lengths after the harness drawing is frozen
E027,both,bus,JST SEH-001T-P0.6 terminals,Three per housing,,96,96,126,piece,purchase,inferred,medium,Crimp cross-section or pull test,https://emanual.robotis.com/docs/en/dxl/x/xl330-m288/#connector-information,Purchase quantity covers 42 housings,verify_before_buy,https://www.digikey.com/en/products/detail/jst-sales-america-inc/SEH-001T-P0-6/26213194,https://www.digikey.com/en/product-highlight/j/jst/eh-series-connectors,authorized_distributor,2026-08-31,Complete the verification gate then order only the matching revision,Verify wire gauge and crimp tooling before ordering production quantity
E028,both,bus,Motor-bus wire,Red black and data conductors compatible with JST EH,,0,0,,meter,consumable,needs_confirmation,low,Measure total routed lengths plus service loops,https://emanual.robotis.com/docs/en/dxl/x/xl330-m288/#connector-information,Official manual lists 21 AWG but fit must be verified,design_first,,,none,2026-08-31,Finish the dependent design and measurements before selecting a product,Wire gauge insulation flexibility colors and total length remain open
E029,both,service,USB-C service cable,Data-capable cable for flashing and recovery,,1,1,2,piece,purchase,confirmed_runtime,high,Verify maskrom and normal data operation,https://docs.radxa.com/en/zero/zero3,One spare recommended,choose_local,,,commodity,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Choose a known data-capable USB-C cable and verify maskrom flashing
E030,both,compute,Wi-Fi and Bluetooth antennas,Onboard or external depending Radxa SKU,,1,1,1,set,purchase,needs_confirmation,medium,Range test with shells closed,https://docs.radxa.com/en/zero/zero3,Confirm selected board SKU and antenna configuration,inventory_included_first,https://radxa.com/products/zeros/zero3w/,,manufacturer_product,2026-08-31,Count bundled and owned stock then purchase only the shortage,Zero 3W has onboard wireless; confirm selected antenna SKU before buying anything else
E031,both,control,IMU board 3.3 V regulator,LP2985-33DBVR SOT23-5,,1,1,5,piece,purchase,design_choice,medium,Verify 3.7 to 6.0 V dropout thermal and transient behavior,https://www.ti.com/lit/ds/symlink/lp2985.pdf,One per assembled v0.2 board; active-high enable is tied to VIN per TI,ready_to_buy,https://www.lcsc.com/product-detail/C95414.html,https://www.ti.com/product/LP2985,authorized_distributor,2026-09-02,Confirm the exact C95414 match and stock in the SMT component page,Exact LP2985-33DBVR is frozen in the v0.2 BOM
E032,both,bus,IMU board JST EH PCB header,B3B-EH-A LF SN 3-pin 2.5 mm,,1,1,5,piece,purchase,confirmed_runtime,medium,Verify pin order keying and PCB mechanical clearance,https://emanual.robotis.com/docs/en/dxl/x/xl330-m288/#connector-information,One J1 per v0.2 board; hand-solder after SMT,ready_to_buy,https://www.lcsc.com/product-detail/C160259.html,https://www.digikey.com/en/products/detail/jst-sales-america-inc/B3B-EH-A-LF-SN/926483,authorized_distributor,2026-09-02,Confirm exact C160259 stock and that J1 remains SMD No in the placement preview,Exact B3B-EH-A LF SN is frozen in the v0.2 BOM and CPL as a through-hole row
E034,both,service,IMU board SWD header,PZ127-2-05-S 2x5 1.27 mm SMT header,,1,1,5,piece,purchase,design_choice,medium,Verify programmer pinout and cable clearance,https://www.lcsc.com/product-detail/C3975188.html,Exact JLC library device UUID 72524cb4eb6742dc93f30d3f1de759b8,ready_to_buy,https://www.lcsc.com/product-detail/C3975188.html,,authorized_distributor,2026-09-02,Confirm the exact C3975188 match and pin 1 orientation in the SMT preview,Critical solder-mask DFM red finding is cleared in v0.2
E035,both,control,IMU board passive set,0603 capacitors resistors and local bulk per board BOM,,1,1,5,set,consumable,design_choice,medium,Check values voltage ratings placement and effective capacitance,https://github.com/pollen-robotics/microduck_rl,One complete passive set per assembled v0.2 board,ready_to_buy,https://www.lcsc.com/product-detail/C14663.html,https://www.lcsc.com/product-detail/C25804.html,authorized_distributor,2026-09-02,Confirm all exact LCSC groups in the SMT component page,Values quantities and JLC IDs are frozen in imu_to_dxl_v0_bom.csv
E036,both,control,Future IMU-board data ESD protection,Low-capacitance 3.3 V-compatible clamp to be selected,,0,0,,piece,purchase,design_choice,low,Review leakage clamp and 1 Mbps waveform before a new PCB revision,https://www.nexperia.com/product/PESD3V3U1UL,Not present in v0.2,design_first,,,none,2026-09-02,Select only after interface protection and scope review,Do not add a guessed substitute to the frozen v0.2 order
E037,both,power,Future IMU-board rail transient protection,Clamp to be selected from measured hot-plug transients,,0,0,,piece,purchase,design_choice,low,Select from measured hot-plug transient and energy,,Not present in v0.2,design_first,,,none,2026-09-02,Measure the regulated servo rail before selecting a TVS,Do not add a guessed substitute to the frozen v0.2 order
C001,both,materials,Rigid print material,PETG PA or equivalent after coupon tests,,0,0,1,kilogram,consumable,design_choice,low,Strength creep impact and insert retention tests,,Do not commit material before coupons,design_first,,,none,2026-08-31,Finish the dependent design and measurements before selecting a product,Select rigid material only after strength creep and insert coupons
C002,both,materials,Flexible print material,TPU with selected shore hardness,,0,0,1,spool,consumable,design_choice,low,Friction grip compression and tear tests,,Used for mouth soles and roller tires,design_first,,,none,2026-08-31,Finish the dependent design and measurements before selecting a product,Select TPU shore hardness only after friction and tear coupons
C003,both,materials,Prototype print material,Low-cost material for fit checks,,0,0,1,spool,consumable,design_choice,medium,Dimension coupons and dry assemblies,,Do not use for final load-bearing parts,choose_local,,,commodity,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Any dimensionally stable low-cost filament is acceptable for fit prototypes
T001,tooling,service,U2D2 or compatible Dynamixel adapter,USB to TTL Dynamixel interface,,0,0,1,piece,tooling,design_choice,high,Configure one factory servo at a time,https://emanual.robotis.com/docs/en/dxl/x/xl330-m288/#quick-start,Required before multi-device bus assembly,ready_to_buy,https://www.robotis.us/u2d2/,https://emanual.robotis.com/docs/en/parts/interface/u2d2/,manufacturer_shop,2026-08-31,Confirm regional stock and delivery then order the exact item,Exact official adapter for single-servo ID and baud configuration
T002,tooling,power,Current-limited bench supply,0 to 6 V with logging preferred,,0,0,1,piece,tooling,design_choice,high,Single-servo and subsystem current tests,,Do not begin with an unrestricted battery,choose_local,,,tool_category,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Choose a current-limited supply with logging after expected range is fixed
T003,tooling,measurement,Digital multimeter,Continuity resistance and DC current capability,,0,0,1,piece,tooling,design_choice,high,Independent polarity and continuity checks,,,choose_local,,,tool_category,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Choose a reputable meter with continuity and protected current measurement
T004,tooling,measurement,Oscilloscope,At least two channels and suitable bandwidth,,0,0,1,piece,tooling,design_choice,medium,Inspect bus turnaround noise and power transients,,Required for board validation,choose_local,,,tool_category,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Choose at least two channels and enough bandwidth for 1 Mbps TTL edges
T005,tooling,fabrication,JST EH crimp tool,Compatible with selected terminal and wire,,0,0,1,piece,tooling,design_choice,medium,Repeatable pull-test results,,,verify_before_buy,https://media.digikey.com/pdf/Data%20Sheets/JST%20PDFs/Crimping_Tools_Machines.pdf,,manufacturer_tooling_reference,2026-08-31,Complete the verification gate then order only the matching revision,JST lists YC-260R or equivalent tooling for SEH-001T-P0.6; verify source and cost
T006,tooling,fabrication,Soldering and rework station,Temperature-controlled with hot-air access,,0,0,1,set,tooling,design_choice,medium,Assemble and repair prototype boards,,,choose_local,,,tool_category,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Choose temperature-controlled soldering and hot-air tools appropriate for the selected packages
T007,tooling,measurement,Digital caliper,0.01 mm display resolution,,0,0,1,piece,tooling,design_choice,high,Measure bearing seats holes and fastener stacks,,,choose_local,,,tool_category,2026-08-31,Freeze acceptance criteria then choose a reputable local supplier,Choose a calibrated 0.01 mm display caliper from a reputable local supplier
T008,tooling,safety,Suspended robot stand,Supports robot clear of floor with quick access,,0,0,1,piece,tooling,design_choice,high,Stable through full joint travel,,Required for first torque-on,design_first,,,none,2026-08-31,Finish the dependent design and measurements before selecting a product,Stand geometry depends on final robot mass envelope and emergency access
